patient_id,first_name,last_name,date_of_birth,age,gender,ssn,phone_number,email,address,city,state,zip_code,admission_date,discharge_date,length_of_stay_days,admission_type,department,attending_physician,primary_diagnosis,secondary_diagnosis,medication_1,medication_2,height_cm,weight_kg,bmi,blood_pressure,heart_rate_bpm,temperature_celsius,oxygen_saturation_pct,blood_glucose_mgdl,creatinine_mgdl,hba1c_pct,insurance_provider,insurance_claim_amount_usd,icu_days,readmission_30day_flag,smoker,alcohol_use,discharge_disposition
17871,DOROTHY,Adams,1949-08-20,69,F,291-79-6696,(531) 949-8674,dorothy.adams36@aol.com,8703 Maple Dr,Houston,PA,82682,2019-05-31,2019-06-16,16,Transfer,Psychiatry,Dr. Thomas,Depression,Pneumonia,Furosemide,,169.7,N/A,21.3,,55,37.8 C,,N/A,5.73,,Medicaid,62494.08,5,1,Y,N/A,Transferred
60934,Amanda,Jones,12/17/1962,55,M,731-44-9667,241-951-2153,amanda.jones39@gmail.com,1659 Cedar Ln,Phoenix,IN,38298,2018-07-21,2018-08-02,12,Emergency,Psychiatry,Dr. Thompson,Rheumatoid Arthritis,,Clopidogrel,Prednisone,159.4,86.8,34.2,100/89,57,39.0,94,258,6.46,4.5,Anthem,63806.92,5,0,Unknown,Heavy,Rehab Facility
59160,Charles,Hill,1980/08/02,,M,258-22-1618,671-564-3557,charles.hill18@hotmail.com,4094 Cedar Blvd,Nashville,CT,58114,2023-01-07,2023-01-06,-1,Transfer,Psychiatry,Dr. Adams,Depression,,Hydrochlorothiazide,Losartan,194.7,70.7,18.7,118/73,,39.8,92,331,,12.3,,67500.4,0,0,no,None,Home
75850,Steven,Garcia,1975-03-31,47,Unknown,238714245,699-604-4212,NA,1174 Pine Way,Dallas,GA,78714,2022-12-31,2023-01-25,25,Transfer,Cardiology,Dr. Roberts,Hypothyroidism,UTI,Atorvastatin,,185.4,57.6,N/A,,120,36.3,96,292,,5.2,,29932.01,3,0,no,Occasional,Rehab Facility
68990,Thomas,Scott,1959-01-03,,F,154-69-1136,268-597-5445,thomas.scott85@hotmail.com,6333 Cedar Dr,Austin,CA,24141,2020-04-14,2020-05-02,18,Routine,Cardiology,Dr. Williams,Stroke,Chronic Kidney Disease,Levothyroxine,,194.7,,27.5,138/97,117,36.7,92,172,6.42,9.6,Aetna,16252.27,4,1,yes,,Deceased
27991,Barbara,  Ramirez  ,1994-12-11,25,F,888-28-3589,525-269-9732,barbara.ramirez93@gmail.com,2385 Main Way,Baltimore,NJ,34134,2020-07-20,2020-08-03,14,Elective,Psychiatry,Dr. Flores,Anxiety Disorder,Hypothyroidism,Warfarin,,164.8,91.1,33.5,107/97,-999,37.2,,338,,7.9,United Health,66334.62,5,0,no,,Home
97993,sandra,Thomas,1979-05-30,45,F,946-15-5025,7317507481,sandra.thomas95@gmail.com,808 Cedar Blvd,Seattle,WA,83098,2024-12-02,2024-12-18,16,Elective,General Medicine,Dr. Garcia,Anemia,Depression,Sertraline,,151.9,107.5,N/A,130/85,118,39.5,100 %,89,N/A,8.1,Centene,78158.27,3,0,0,None,AMA
21181,matthew,Williams,1985/11/26,38,M,234-35-1057,837-983-5146,matthew.williams2@outlook.com,8905 Main Ln,San Francisco,OK,752XX,2024-11-12,2024-11-18,6,Urgent,Surgery,Dr. Wilson,Coronary Artery Disease,,Prednisone,Insulin Glargine,175.4,101.1 kg,32.9,108/71,56,37.2,100,298 mg/dL,2.67,5.6,Aetna,-677.38,3,0,Yes,Occasional,Deceased
22206,Charles,  Walker  ,1946-01-26,76,female,805-87-5705,637-823-6185,charles.walker34aol.com,2126 Hill Ln,Fort Worth,WI,85385,2022-10-17,2022-11-13,27,Emergency,Cardiology,Dr. Robinson,Coronary Artery Disease,Appendicitis,Aspirin,,188.7,73.0,20.5,116/104,57,,98,340,7.9,8.4,CIGNA,60375.61,1,1,Unknown,None,Home
33020,Donald,martinez,1982-12-25,40,F,439-55-2084,3524871510,donald.martinez44@outlook.com,2720 Hill Ln,Baltimore,MO,92118,2023-04-28,2023-04-26,-2,Elective,General Medicine,Dr. Martin,Rheumatoid Arthritis,,Amlodipine,Sertraline,174.2,73.5,24.2,142/107,116,-999,93,344,0.64,9.2,,23441.53,0,0,yes,,Transferred
14791,JOSHUA,Garcia,1940/05/14,81,MALE,,479-352-3580,joshua.garcia36@gmail.com,8423 Oak Ave,Denver,WI,11999,2021-06-27,2021-07-27,30,Transfer,Surgery,Dr. Lewis,Pneumonia,Anxiety Disorder,Gabapentin,,152.1,89.2,38.6,129/61,89,36.8,91,168,2.65,8.8,,21187.72,5,0,Yes,Occasional,Transferred
71377,Barbara,flores,1981-10-02,41,F,688-26-9322,(305) 615-2752,barbara.flores42@aol.com,4950 Lake Dr,Louisville,TX,95124,2023-04-12,2023-04-20,8,Transfer,ICU,Dr. Torres,Rheumatoid Arthritis,Hyperlipidemia,Amoxicillin,,N/A,104.5,37.2,131/89,58,37.4,95,157,2.62,7.1,MEDICAID,6082.06,1,0,Y,,AMA
38522,Barbara,Lewis,1997-01-25,20,F,726-75-7622,(330) 501-2022,barbara.lewis48aol.com,9176 Elm St,Portland,CA,16963,2018-01-01,2018-01-26,25,Elective,Oncology,Dr. Walker,Depression,Hyperlipidemia,Warfarin,Hydrochlorothiazide,-999,61.6,19.9,130/79,-999,-999,99,246,7.93,9.2,Medicaid,34809.76,5,0,Former,Occasional,Rehab Facility
91690,Margaret,Hill,1980-05-17,41,M,807203327,947-948-9624,margaret.hill97@hotmail.com,8575 Hill St,Houston,IN,70940,2022-04-25,2022-05-07,12,Emergency,General Medicine,Dr. Allen,Hyperlipidemia,Alzheimer's Disease,Atorvastatin,Pantoprazole,188.1,,18.4,142/94,,38.3,99,258,1.35,N/A,Centene,4959.43,4,0,1,,AMA
46418,,Nguyen,1963-01-19,55,M,957-73-7765,988-592-4898,elizabeth.nguyen85@outlook.com,9466 Elm St,San Diego,PA,93568,2018-02-28,2018-03-24,24,Transfer,ICU,Dr. Baker,Appendicitis,,Amlodipine,,N/A,59.9,21.6,120/91,117,37.4,89,144,4.97,11.4,Medicare,25965.52,3,0,N,Heavy,Discharged to SNF
70438,,Lopez,1992-10-25,,F,708-94-4552,000-000-0000,brian.lopez91@gmail.com,2129 Washington Rd,Oklahoma City,OK,21322,2020-03-09,2020-03-26,17,Routine,ICU,Dr. Hall,Parkinson's Disease,UTI,Metoprolol,Metoprolol,,115.7,5.3,103/103,78,N/A,88,82,5.15,N/A,Medicare,56310.38,2,0,Unknown,Moderate,Transferred
43947,Barbara,ADAMS,1962-06-25,60,Unknown,805-71-2985,780-748-6880,barbara.adams43@hotmail.com,1486 Elm Ln,El Paso,NY,62509,2023-01-01,2023-01-02,1,Elective,ICU,Dr. Miller,Anxiety Disorder,,Insulin Glargine,Sertraline,,67.6,20.9,96/140,112,37.6,99,,,4.0,ANTHEM,3823.48,0,0,Unknown,N/A,Transferred
25491,joseph,  Jones  ,2000-10-31,-999,M,705-18-2742,316-709-4613,JOSEPH.JONES9@YAHOO.COM,6587 Elm St,Louisville,NJ,65864,2024-01-07,2024-01-12,5,Elective,Oncology,Dr. Hall,Migraine,Heart Failure,Levothyroxine,Losartan,N/A,,15.8,169/62,10,36.2,92,119,3.92,-999,,28850.06,0,1,Y,,AMA
45513,ashley,Flores,1994-10-10,23,M,313-45-1869,398-315-3444,ashley.flores88@outlook.com,707 Main Rd,San Antonio,PA,75210,2018-06-04,2018-06-24,20,Transfer,Oncology,Dr. Johnson,Osteoarthritis,,Warfarin,,185.2,N/A,5.7,105/93,96,39.9,96,182,3.98,-999,BlueCross BlueShield,9323.58,4,0,1,,Discharged to SNF
69636,William,Williams,06/02/1957,64,M,335-21-7745,734-700-4546,NA,7015 Cedar Ave,Los Angeles,NC,70655,2022-01-08,2022-01-17,9,Transfer,ICU,Dr. King,Anxiety Disorder,Hyperlipidemia,Prednisone,Prednisone,155.0,84.6,,133/74,70 bpm,38.6,97,157,4.84,9.0,,3884.96,0,0,N,Heavy,Home
63131,Matthew,HALL,2003-02-24,14,F,472-16-2818,592-574-8624,matthew.hall80@gmail.com,9156 Oak Ln,San Antonio,VA,57916,2018-01-06,2018-02-03,28,Elective,Emergency,Dr. Moore,Epilepsy,Heart Failure,Levothyroxine,,163.3,109.0,40.9,168/94,76,36.3,93,98,4.36,N/A,Centene,74110.6,0,0,0,N/A,Transferred
33437,Barbara,Wilson,1964-10-03,54,M,443-62-6616,(871) 861-6346,,8987 Park Dr,Seattle,SC,972XX,2019-04-04,2019-04-27,23,Urgent,General Medicine,Dr. Hernandez,Depression,Depression,Metoprolol,Albuterol,193.6,-999,24.3,134/86,52,,100,188,6.76,8.7,UNKNOWN,65543.85,3,0,,Occasional,Transferred
PT-49526,Barbara,Smith,1984-10-20,34,Unknown,415-13-7580,832-425-8306,barbara.smith46@gmail.com,3198 Hill Ln,Oklahoma City,NY,52777,2019-08-19,2019-09-03,15,Transfer,Orthopedics,Dr. Young,Hyperlipidemia,Parkinson's Disease,Gabapentin,,163.3,121.2,45.4,163-102,106,36.4,95,90,1.55,9.0,Medicare,57711.86,0,1,Y,,AMA
65552,Donald,KING,1993-08-23,25,F,396-80-9037,243-509-5979,donald.king64@aol.com,41 Maple Blvd,Los Angeles,GA,70745,2018-12-19,2018-12-24,5,Elective,Neurology,Dr. Carter,Depression,Appendicitis,Aspirin,,N/A,109.3,29.3,142/100,103 bpm,,97,140,-999,11.5 %,Medicaid,15656.96,5,0,no,Heavy,Home
64986,Steven,gonzalez,1966-03-02,57,M,113-27-9489,(488) 581-8944,steven.gonzalez53@hotmail.com,2533 Lake Ave,San Diego,FL,31368,2023-12-10,2023-12-31,21,Emergency,Cardiology,Dr. Walker,Atrial Fibrillation,Pneumonia,Amoxicillin,Clopidogrel,N/A,-999,18.9,130/103,84,38.8,89,343,4.85,N/A,AETNA,35765.76,4,1,Y,Moderate,Discharged to SNF
PT-73472,Kimberly,Brown,NULL,68,F,864-45-6698,,KIMBERLY.BROWN94@AOL.COM,1120 Oak Way,Nashville,IN,41696,2018-05-15,2018-06-10,26,Elective,General Medicine,Dr. White,UTI,Stroke,Losartan,Sertraline,-999,N/A,-999,102/110,76,36.8,,249,N/A,5.3,BlueCross BlueShield,82767.5,1,1,,Occasional,Deceased
50895,robert,,1976-07-15,44,Unknown,272186959,4035464281,robert.walker77outlook.com,6959 Park Blvd,Baltimore,GA,26090,2021-04-05,2021-05-03,28,Routine,Surgery,Dr. Moore,Parkinson's Disease,UTI,Prednisone,,194.9,86.8,22.9,146/93,60,N/A,,122,6.06,12.0,Kaiser Permanente,40707.32,5,0,Former,Heavy,AMA
96781,John,Ramirez,1988-06-29,35,M,882-24-9037,8757679837,,2561 Lake St,Milwaukee,MO,72378,2024-02-17,2024-02-18,1,Elective,Emergency,Dr. Mitchell,Rheumatoid Arthritis,,Prednisone,Amoxicillin,164.2,N/A,28.6,94/71,N/A,36.7 C,94,,2.84,7.5,Kaiser Permanente,5690.33,1,0,,None,Transferred
65203,Andrew,Miller,1968-05-24,53,F,394-43-1778,504-787-7586,andrew.miller29@aol.com,9474 Oak Ln,Milwaukee,SC,22053,2022-03-28,2022-04-16,19,Urgent,Pediatrics,Dr. Ramirez,Anxiety Disorder,,Prednisone,Aspirin,180.4,73.6,22.6,175/81,88,37.7,95,108,6.8,8.8,Kaiser Permanente,67732.57,3,0,Unknown,,Deceased
92150,Karen,Ramirez,1961-07-25,58,F,351-49-8604,(697) 773-8145,karen.ramirez55@gmail.com,2236 Main Blvd,San Jose,PA,36475,2019-09-09,2019-10-03,24,Emergency,Emergency,Dr. Nelson,Obesity,COPD,Lisinopril,Aspirin,187.4,50.5,14.4,142-77,70,38.4,94,192,1.35,5.7,Aetna,27024.95,0,0,Unknown,None,AMA
65426,Kimberly,Brown,1964-08-18,58,F,121921570,957-878-1895,kimberly.brown89@yahoo.com,5068 Elm Way,Columbus,MO,43158,2022-12-06,2022-12-20,14,Elective,Orthopedics,Dr. Hernandez,Migraine,,Albuterol,Hydrochlorothiazide,181.5,54.6,16.6,150/103,N/A,39.7 C,93,,5.87,11.4,Humana,25925.05,0,0,1,N/A,Transferred
PT-52830,,RODRIGUEZ,1944-09-03,75,,236-43-3842,903-807-6367,carol.rodriguez37@yahoo.com,2981 Washington Dr,Fort Worth,AZ,21062,2020-01-23,2020-02-13,21,Elective,ICU,Dr. Flores,UTI,,Metformin,Amoxicillin,178.3,N/A,22.6,110/75,66,38.7,100,233,-999,11.9,Aetna,82813.78,5,0,N,,Home
47089,Jessica,Flores,1953-02-03,N/A,F,362-19-2561,000-000-0000,jessica.flores43@yahoo.com,9935 Hill Rd,Fort Worth,UT,71726,2018-04-28,2018-05-08,10,Emergency,Oncology,Dr. Taylor,Alzheimer's Disease,Hypertension,Gabapentin,Hydrochlorothiazide,166.6,103.2,37.2,91/90,91,37.6,91,266,5.81,10.6,Kaiser Permanente,11674.13,2,0,Former,,Deceased
31624,KENNETH,Lewis,1953-07-27,70,,596-68-9077,315-937-3425,KENNETH.LEWIS16@HOTMAIL.COM,4655 Maple Way,Milwaukee,OH,22265,2024-03-26,2024-04-23,28,Routine,Orthopedics,Dr. Roberts,COPD,Obesity,Prednisone,Prednisone,,60.6,26.1,110/105,64,39.7,88,296,,10.4,BlueCross BlueShield,44948.3,1,1,1,N/A,Home
84600,robert,Scott,1965-05-20,56,F,542-49-3151,567-881-2574,robert.scott48@aol.com,6359 Park Blvd,Indianapolis,TN,36197-0000,2021-08-16,2021-09-11,26,Routine,Orthopedics,Dr. Adams,UTI,Asthma,Warfarin,Amoxicillin,-999,65.4,25.1,65/141,76,,,,N/A,8.4,MEDICAID,8354.06,1,0,Unknown,N/A,Rehab Facility
96619,linda,mitchell,1992-07-13,26,F,929334458,389-280-5248,LINDA.MITCHELL87@GMAIL.COM,96 Washington St,Los Angeles,MO,66858,2018-12-01,2018-12-26,25,Transfer,ICU,Dr. Martin,Hypertension,,Aspirin,,158.2,78.4,31.3,180-79,108,-999,100,N/A,3.06,12.3,Medicare,26086.6,3,1,No,Occasional,Transferred
73576,Betty,Brown,1958-01-23,156,F,794-72-4799,931-262-9655,betty.brown3@outlook.com,1041 Pine Rd,Denver,NJ,85550,2021-04-22,2021-05-11,19,Routine,General Medicine,Dr. Anderson,Hypothyroidism,Chronic Kidney Disease,Aspirin,Furosemide,188.1,81.7,23.1,153/107,120,36.1,94 %,318,4.35,N/A,BlueCross BlueShield,14132.68,3,0,0,Occasional,Transferred
32713,Dorothy,Brown,1977-04-26,N/A,M,903-55-1764,(988) 770-5382,dorothy.brown20@aol.com,827 Park Way,Phoenix,MN,89205,2023-07-16,2023-07-26,10,Emergency,Emergency,Dr. Hernandez,Anemia,Parkinson's Disease,Amlodipine,Amoxicillin,161.7,102.5,39.2,154/62,93,38.5,N/A,184,4.15,12.9,Anthem,4046.42,4,0,no,N/A,Discharged to SNF
29871,Sandra,King,1952-05-18,70,F,756291947,846-930-9516,sandra.king38@outlook.com,9071 Pine Rd,Boston,CT,62691,2022-10-23,2022-11-06,14,Transfer,Psychiatry,Dr. Adams,Alzheimer's Disease,Osteoarthritis,Metformin,Clopidogrel,169.9,110.5,38.3,156/64,90,39.1,94,101,,4.3,Medicaid,38202.97,4,0,1,N/A,Deceased
43907,Nancy,Taylor,1985-04-30,33,F,406-46-3293,931-586-9514,nancy.taylor95@yahoo.com,9542 Cedar Way,Seattle,NJ,23792,2019-03-29,2019-04-22,24,Elective,Neurology,Dr. White,Parkinson's Disease,Chronic Kidney Disease,Omeprazole,Warfarin,184.0,125.0,36.9 ,107/163,93,39.2,97,343,6.83,6.1,BlueCross BlueShield,36402.93,0,0,Unknown,,AMA
14273,Linda,White,1950-08-27,34,FEMALE,938-72-1034,325-760-6712,linda.white9@gmail.com,5075 Hill Dr,Nashville,TN,64732,2024-09-30,2024-10-28,28,Elective,Emergency,Dr. Garcia,Anxiety Disorder,Coronary Artery Disease,Amoxicillin,,155.3,70.9,29.4,91/127,-999,38.4,88,226,7.17,,Medicare,64861.86,1,1,,N/A,Rehab Facility
00034824,,Wilson,1999-01-20,,M,640-50-7258,,sarah.wilson13@aol.com,2993 Pine Way,Philadelphia,MI,32040,2023-12-19,2023-12-25,6,Routine,Emergency,Dr. Martinez,Asthma,,Warfarin,Lisinopril,187.8,94.3,26.7,158/98,,,93,293,,4.2,United Health,2795.97,4,0,N,Moderate,Home
23305,Kenneth,Allen,1967-04-30,57,M,161-71-5477,812-456-7228,NA,4610 Main Ave,Seattle,OR,86697,2024-05-16,2024-05-30,14,Routine,Psychiatry,Dr. Allen,Alzheimer's Disease,Asthma,Sertraline,,156.4,90.9,-999,121/94,107,,,218 mg/dL,5.4,5.5,United Health,61768.73,5,0,Y,N/A,Discharged to SNF
61483,Kevin,LEWIS,12/15/1946,,M,876-45-6862,,kevin.lewis92@yahoo.com,603 Pine Dr,Fort Worth,TN,40704,2024-01-16,2024-01-17,1,Transfer,Psychiatry,Dr. Baker,Epilepsy,Atrial Fibrillation,Metformin,,186.6,115.3,33.1,112/109,51,37.5,91,297,0.57,10.7,Humana,48589.14,1,0,Unknown,,Discharged to SNF
16797,Sandra,YOUNG,1976-07-02,-999,F,806-64-2219,455-401-3694,sandra.young43@hotmail.com,1585 Main Dr,El Paso,CO,18237,2021-01-27,2021-01-31,4,Urgent,Orthopedics,Dr. Jones,Hypothyroidism,UTI,Levothyroxine,Albuterol,152.0,,46.0,,50,37.3,N/A,,,6.0,Cigna,81518.82,0,0,,,Deceased
90911,sandra,  Ramirez  ,1999-03-09,25,female,621-42-6822,N/A,sandra.ramirez24@yahoo.com,992 Maple Blvd,New York,KY,28045,2024-12-30,2024-12-31,1,Urgent,Surgery,Dr. Nguyen,UTI,Appendicitis,Furosemide,,192.2,111.5,30.2,132/97,12,36.3,100,169,7.28,5.1,UNKNOWN,26582.99,0,0,Unknown,N/A,Home
69546,Donna,Wilson,,80,M,746-84-6896,244-230-4262,donna.wilson26@hotmail.com,4293 Maple Blvd,Albuquerque,GA,,2020-07-02,2020-07-25,23,Emergency,Orthopedics,Dr. Martin,Pneumonia,,Losartan,,184.6,-999,33.5,138/73,50,36.3,88,128,1.57,8.0,BlueCross BlueShield,70757.16,2,0,1,Occasional,Transferred
80184,Steven,Nguyen,1996-06-21,24,F,594-73-8762,474-795-7569,steven.nguyen82@aol.com,3597 Cedar Dr,San Diego,NY,95162,2021-02-21,2021-03-21,28,Emergency,General Medicine,Dr. King,Hyperlipidemia,Depression,Warfarin,Prednisone,153.7 cm,85.0,36.0,98/70,N/A,38.1,90,234,5.84,8.7,HUMANA,47021.64,1,0,Y,Occasional,Transferred
19351,Deborah,Baker,07/25/2000,21,female,112-70-9399,979-352-7512,deborah.baker30@yahoo.com,8452 Hill Way,Dallas,TN,37508,2021-09-10,2021-09-19,9,Routine,General Medicine,Dr. Lewis,Pneumonia,Alzheimer's Disease,Insulin Glargine,,177.2,56.7,18.1,,88,37.4,94 %,277,6.66,10.8,Cigna,36733.01,0,0,0,None,Discharged to SNF
89670,donald,Miller,1975-01-17,43,F,495-46-4373,N/A,donald.miller9@outlook.com,181 Maple Blvd,Seattle,VA,17530,2018-09-18,2018-10-06,18,Elective,Pediatrics,Dr. Ramirez,Hypothyroidism,Chronic Kidney Disease,Omeprazole,Aspirin,170.3,121.1,41.8,103/103,54,38.4,88,,N/A,12.2,Medicaid,81205.68,5,0,Unknown,Heavy,Discharged to SNF
55453,Donna,campbell,1994-12-30,24,F,814379085,621-980-2986,donna.campbell48@gmail.com,5342 Washington Dr,Memphis,IN,23791,2019-12-19,2020-01-02,14,Elective,Cardiology,Dr. Smith,COPD,,Clopidogrel,,191.0,60.6,16.6 ,140/104,80,36.6 C,-999,345,2.69 ,12.2,MEDICARE,32707.65,0,0,no,None,AMA
45815,Patricia,Green,1943/02/02,80,M,785-18-4613,2988803750,NA,1765 Elm Blvd,Seattle,AZ,15768,2023-12-21,2023-12-28,7,Elective,ICU,Dr. Adams,Pneumonia,Sepsis,Losartan,Hydrochlorothiazide,163.9,49.5,N/A,115/75,80,36.1,88 %,77,3.03,5.7,Cigna,18564.41,3,0,Y,None,Home
98853,  Robert  ,Perez,1955-09-24,65,M,349-89-2300,261-340-7136,robert.perez64@hotmail.com,3349 Main Ave,Columbus,IL,36478,2021-07-26,2021-08-23,28,Urgent,Orthopedics,Dr. Campbell,Alzheimer's Disease,Anemia,Levothyroxine,,176.3,77.5,,119/92,,38.5,89,-999,2.27,N/A,Anthem,67405.39,2,0,Y,Moderate,Home
36787,MARGARET,Lopez,1967-12-11,51,M,878-29-8897,220-980-7249,margaret.lopez55@gmail.com,2504 Lake Rd,Denver,WI,49351,2019-11-04,2019-11-28,24,Elective,General Medicine,Dr. Gonzalez,COPD,,Insulin Glargine,,175.9,127.3,,151/65,96,-999,95,286 mg/dL,4.29,10.6,Anthem,51709.14,2,0,Former,Occasional,Rehab Facility
55688,Margaret,Mitchell,2002-06-25,-999,M,778-30-1202,319-989-2512,margaret.mitchell83@outlook.com,1317 Lake Ave,Nashville,SC,62122,2018-08-25,2018-09-15,21,Urgent,ICU,Dr. Carter,Hypothyroidism,,Warfarin,,151.6,,,176/61,68,37.8,98,145 mg/dL,2.41,9.4,Anthem,56142.07,2,1,No,None,Rehab Facility
33853,Elizabeth,CARTER,1959-01-26,61,,340-71-8949,888-978-2651,elizabeth.carter2@gmail.com,9543 Main St,Los Angeles,LA,44875,2020-01-31,2020-02-07,7,Urgent,Orthopedics,Dr. White,Atrial Fibrillation,Hypertension,Hydrochlorothiazide,Gabapentin,-999,79.7,21.9,169/66,71,36.3,89,211,0.98,4.3,Kaiser Permanente,51569.4,3,0,Unknown,Heavy,Transferred
71377,Melissa,Lee,1941-06-28,80,F,246-76-9267,232-330-9158,melissa.lee12@hotmail.com,7649 Maple Dr,Milwaukee,MO,98219,2022-01-15,2022-02-12,28,Elective,ICU,Dr. Roberts,Chronic Kidney Disease,Pneumonia,Albuterol,,171.8,107.8,36.5,134/87,,39.4,89,267,2.7,5.8,Aetna,37248.49,1,0,no,Occasional,Transferred
67273,Kimberly,Gonzalez,1947-11-13,71,M,915-26-9515,N/A,kimberly.gonzalez14@outlook.com,7547 Elm Ave,Milwaukee,MO,11204,2019-04-02,2019-04-05,3,Emergency,Psychiatry,Dr. Walker,Depression,Coronary Artery Disease,Insulin Glargine,,155.7,,29.5,90/79,118,37.6,94,233,6.28,11.2,BlueCross BlueShield,51105.39,2,0,Unknown,Occasional,Transferred
54225,Charles,JACKSON,1975-02-10,47,M,248-36-4573,966-400-1149,charles.jackson47@aol.com,2419 Washington Dr,Louisville,MN,23362,2022-05-21,2022-05-24,3,Urgent,ICU,Dr. Martinez,Migraine,Type 2 Diabetes,Amlodipine,,174.7,53.3,17.5,164/63,88,36.7,90,296,-999,N/A,BlueCross BlueShield,10415.81,3,0,Unknown,N/A,Deceased
97659,Michael,Nguyen,1991-05-16,32,M,931-77-9004,2657319830,michael.nguyen92@gmail.com,1923 Maple Way,Albuquerque,MN,37192,2023-05-19,2023-05-28,9,Elective,Surgery,Dr. Taylor,Sepsis,Hypertension,Pantoprazole,,195.0,104.7,27.5,106/66,118,39.3,88,271,4.67,8.8,BlueCross BlueShield,11384.95,2,0,Yes,None,Home
PT-22977,Susan,Rodriguez,1943-04-18,76,M,308195413,848-913-4156,susan.rodriguez92@hotmail.com,8380 Hill Ave,El Paso,MN,83877,2020-02-10,2020-02-15,5,Transfer,Neurology,Dr. Perez,Hypothyroidism,Anxiety Disorder,Warfarin,,N/A,107.0,40.5 ,160/76,70,36.3,92,287,7.55,5.3,Aetna,23325.58,4,0,Unknown,None,AMA
PT-89621,Melissa,Baker,1968/07/12,53,F,723-63-8500,(387) 649-6799,melissa.baker60@aol.com,8530 Cedar Blvd,Charlotte,NC,47594,2022-05-15,2022-05-21,6,Elective,Cardiology,Dr. Garcia,Appendicitis,Depression,Warfarin,Atorvastatin,155.7,45.8,-999,,98,37.1,,259,5.81,6.2,Aetna,62181.03,5,0,no,,Deceased
96661,david,Baker,05/19/1987,37,m,978-25-5752,506-694-5809,david.baker34@yahoo.com,9320 Washington Ave,El Paso,AL,102XX,2024-10-31,2024-11-02,2,Urgent,Neurology,Dr. Smith,Depression,Appendicitis,Clopidogrel,Lisinopril,166.5,56.3,20.3,96/87,71,36.5,98,197,6.74,11.7,Medicare,-2744.27,1,1,Y,N/A,Transferred
28333,  John  ,Rodriguez,2003-08-17,16,F,509-74-7370,N/A,john.rodriguez3@yahoo.com,224 Cedar St,Seattle,VA,30387,2020-03-23,2020-03-27,4,Elective,Oncology,Dr. Campbell,Migraine,Hypothyroidism,Amoxicillin,Warfarin,164.9,47.7,17.5,151/102,65,38.2,100,-999,,10.9,Humana,41561.02,3,0,0,Occasional,Deceased
95389,Joseph,ANDERSON,07/16/1976,47,F,862514473,492-683-5590,joseph.anderson78@gmail.com,8050 Elm Blvd,San Jose,PA,66479,2023-11-21,2023-12-01,10,Transfer,Orthopedics,Dr. Adams,Depression,,Metformin,Omeprazole,152.8,81.3,N/A,104/77,94,37.0,88,163,0.81,4.5 %,,63277.76,2,0,no,Occasional,Transferred
64815,Kenneth,  Rivera  ,1990-04-09,31,M,858609110,,kenneth.rivera10yahoo.com,6294 Lake Way,Seattle,LA,67376-0000,2021-11-23,2021-12-22,29,Transfer,Surgery,Dr. Rivera,Rheumatoid Arthritis,Obesity,Losartan,,153.0,80.6,34.4,110/154,85,36.5,88,101,,10.2,Cigna,-449.73,1,1,0,Moderate,AMA
58380,Charles,Lee,1963-09-09,55,M,769-42-4377,(652) 425-6312,charles.lee35@yahoo.com,6480 Maple Dr,Louisville,CO,86239,2019-07-02,2019-07-16,14,Elective,Psychiatry,Dr. Young,Hyperlipidemia,Hypothyroidism,Furosemide,,150.5,75.2,33.2,N/A,52,,N/A,124,N/A,,Medicare,15837.89,3,0,Former,N/A,Discharged to SNF
15733,james,Miller,1996-04-14,28,F,,757-503-2680,james.miller66@outlook.com,3676 Main Ave,Tucson,CA,28590,2024-09-22,2024-09-23,1,Emergency,Emergency,Dr. Jones,Hypothyroidism,Osteoarthritis,Sertraline,,153.8 cm,56.8,24.0,146/70,111,N/A,99,206,5.21,5.1,Medicare,14827.74,1,0,,Moderate,Transferred
20009,Mark,Campbell,1998/11/03,20,F,523-87-6463,341-869-5028,mark.campbell50@outlook.com,8746 Park Ln,Denver,TN,82002-0000,2019-08-24,2019-09-04,11,Emergency,Cardiology,Dr. White,Pneumonia,Rheumatoid Arthritis,Atorvastatin,Warfarin,155.1,81.3,33.8,108/65,66,,-999,323,3.68,10.2,CIGNA,59911.38,4,1,0,Heavy,Discharged to SNF
65667,David,Johnson,1946/08/14,76,M,554-92-1216,493-313-3554,david.johnson8gmail.com,8246 Maple St,San Antonio,LA,89190,2023-05-08,2023-06-04,27,Elective,Neurology,Dr. King,Rheumatoid Arthritis,Migraine,Insulin Glargine,Gabapentin,153.6,51.6,21.9,143/69,,39.0,99,223,N/A,10.5,Humana,60440.31,4,1,N,Occasional,Transferred
59160,Karen,Gonzalez,1959-01-04,65 yrs,M,507-74-4192,522-969-7400,karen.gonzalez93@hotmail.com,1596 Elm Dr,Boston,SC,26976,2024-09-11,2024-09-12,1,Routine,Neurology,Dr. Rivera,Alzheimer's Disease,Stroke,Omeprazole,,151.5,67.9,29.6,162/62,111,37.3,92,74,7.85,10.8,Centene,-4210.01,1,0,yes,Occasional,Home
